Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Timestamp
Succubus,Devilkin,9,Rank 1,9d4+1,35.65,37.67,37.8,2024-08-03 11:09:44
Diamond Wyrmling,Dragon,8,Rank 1,8d4+4,32.76,31.33,33.95,2024-08-03 11:09:44
Steam Mephit,Elemental,11,Rank 5,11d12,135.72,134.11,132.02,2024-08-03 11:09:44
Pit Lord,Devilkin,8,Rank 0,8d2,15.95,15.45,15.35,2024-08-03 11:09:44
Lich King,Undead,6,Rank 0,6d2,11.77,11.5,11.68,2024-08-03 11:09:44
Prince of Fear,Devilkin,4,Rank 2,4d6+1,25.87,24.74,22.45,2024-08-03 11:09:44
Pseudodragon,Dragon,3,Rank 0,3d2,6.54,5.09,5.35,2024-08-03 11:09:44
Dracolich,Undead,4,Rank 0,4d2,8.83,7.74,7.56,2024-08-03 11:09:44
Ruby Archfey,Fey,9,Rank 4,9d10+2,85.01,92.19,93.73,2024-08-03 11:09:44
Hook Horror,Demonic,2,Rank 2,2d6,13.1,12.9,10.14,2024-08-03 11:09:44
Faerie Dragon,Dragon,3,Rank 2,3d6+4,16.28,16.94,18.28,2024-08-03 11:09:44
Magma Mephit,Elemental,5,Rank 2,5d6+4,31.8,31.4,31.57,2024-08-03 11:09:44
Pit Lord,Devilkin,3,Rank 0,3d2+2,5.63,6.95,6.47,2024-08-03 11:09:44
Wyvern,Dragon,10,Rank 0,10d2,19.02,20.24,19.57,2024-08-03 11:09:44
Efreeti,Elemental,3,Rank 0,3d2+1,5.48,5.16,5.43,2024-08-03 11:09:44
Kobold Mage,Devilkin,7,Rank 2,7d6+3,42.89,41.87,43.4,2024-08-03 11:09:44
Faerie Dragon,Dragon,14,Rank 1,14d4+3,57.17,56.74,56.99,2024-08-03 11:09:44
Efreeti,Elemental,8,Rank 2,8d6+3,49.27,47.06,48.01,2024-08-03 11:09:44
Mud Spirit,Fey,15,Rank 0,15d2,30.85,29.4,29.52,2024-08-03 11:09:44
Pit Lord,Devilkin,15,Rank 1,15d4,60.54,61.39,59.88,2024-08-03 11:09:44
Brass Drake,Dragon,8,Rank 2,8d6+4,46.6,50.5,46.88,2024-08-03 11:09:44
Flame Elemental,Elemental,3,Rank 3,3d8,27.68,23.56,22.48,2024-08-03 11:09:44
Incubus,Devilkin,3,Rank 0,3d2+2,5.19,6.11,6.64,2024-08-03 11:09:44
Nightmare,Demonic,14,Rank 1,14d4,56.61,57.87,55.61,2024-08-03 11:09:44
Mummy,Undead,17,Rank 2,17d6,101.8,101.22,101.08,2024-08-03 11:09:44
Spore Spirit,Fey,16,Rank 1,16d4+1,62.41,62.77,65.81,2024-08-03 11:09:44
Hook Horror,Demonic,6,Rank 1,6d4,23.11,24.91,23.82,2024-08-03 11:09:44
Ice Elemental,Elemental,13,Rank 4,13d10,128.37,133.69,129.97,2024-08-03 11:09:44
Magma Devil,Devilkin,3,Rank 2,3d6+2,16.21,19.11,19.71,2024-08-03 11:09:44
Wraith,Undead,5,Rank 2,5d6,31.15,31.5,30.17,2024-08-03 11:09:44
Mud Spirit,Fey,14,Rank 2,14d6+2,84.21,85.66,82.94,2024-08-03 11:09:44
Quasit,Demonic,6,Rank 2,6d6+3,37.01,36.13,35.39,2024-08-03 11:09:44
Death Knight,Undead,7,Rank 0,7d2+1,13.85,14.0,14.84,2024-08-03 11:09:44
Pit Lord,Devilkin,9,Rank 2,9d6+1,53.0,53.64,53.18,2024-08-03 11:09:44
Green Drake,Dragon,16,Rank 0,16d2+5,31.93,31.69,31.24,2024-08-03 11:09:44
Djinni,Elemental,4,Rank 1,4d4,16.34,16.32,16.01,2024-08-03 11:09:44
Pit Lord,Devilkin,3,Rank 1,3d4+1,12.34,11.44,11.48,2024-08-03 11:09:44
Red Dragon,Dragon,17,Rank 0,17d2+3,34.77,34.97,33.54,2024-08-03 11:09:44
Steam Spirit,Fey,2,Rank 2,2d6+2,13.14,13.87,13.25,2024-08-03 11:09:44
Nightmare,Demonic,2,Rank 1,2d4+2,7.45,7.04,6.65,2024-08-03 11:09:44
Djinni,Elemental,2,Rank 2,2d6+3,13.69,12.86,9.92,2024-08-03 11:09:44
Imp,Demonic,5,Rank 3,5d8+1,43.68,43.78,37.31,2024-08-03 11:09:44
Brass Dragon,Dragon,6,Rank 0,6d2,12.38,12.04,12.78,2024-08-03 11:09:44
Spore Mephit,Elemental,7,Rank 0,7d2+4,14.19,14.49,13.68,2024-08-03 11:09:44
Kobold Guard,Devilkin,11,Rank 1,11d4,43.62,45.8,43.32,2024-08-03 11:09:44
Hook Horror,Demonic,9,Rank 0,9d2+4,18.65,17.37,17.08,2024-08-03 11:09:44
Revenant,Undead,6,Rank 2,6d6+3,38.38,35.71,35.73,2024-08-03 11:09:44
Goblin Knight,Devilkin,3,Rank 2,3d6+1,18.57,16.3,16.81,2024-08-03 11:09:44
Revenant,Undead,8,Rank 1,8d4,32.98,32.21,31.08,2024-08-03 11:09:44
Ice Archfey,Fey,4,Rank 0,4d2+1,7.23,7.67,7.88,2024-08-03 11:09:44
Quasit,Demonic,9,Rank 0,9d2+4,18.95,17.33,18.12,2024-08-03 11:09:44
Dracolich,Undead,13,Rank 1,13d4+4,51.22,50.42,51.91,2024-08-03 11:09:44
Kobold Villager,Devilkin,9,Rank 3,9d8+1,71.72,74.09,73.79,2024-08-03 11:09:44
Pseudodragon,Dragon,6,Rank 2,6d6,35.01,35.84,35.74,2024-08-03 11:09:44
Sapphire Archfey,Fey,14,Rank 3,14d8,108.69,108.79,112.18,2024-08-03 11:11:32
Wyvern,Dragon,14,Rank 1,14d4,54.94,55.09,55.96,2024-08-03 11:11:32
Shadow Elemental,Elemental,16,Rank 4,16d10,162.94,155.82,155.75,2024-08-03 11:11:32
Prismatic Faerie,Fey,15,Rank 5,15d12+1,174.99,180.36,177.99,2024-08-03 11:11:32
Lich King,Undead,1,Rank 1,1d4,4.03,3.27,5.09,2024-08-03 11:11:32
Djinni,Elemental,8,Rank 2,8d6,46.26,49.41,47.38,2024-08-03 11:11:32
Spore Spirit,Fey,9,Rank 3,9d8+3,72.86,75.91,72.24,2024-08-03 11:11:32
Pit Lord,Devilkin,13,Rank 0,13d2,26.21,25.86,25.74,2024-08-03 11:11:32
Mud Spirit,Fey,3,Rank 1,3d4,10.09,10.37,11.56,2024-08-03 11:11:32
Ghoul,Undead,7,Rank 1,7d4+3,27.43,27.32,28.46,2024-08-03 11:11:32
Smoke Devil,Devilkin,9,Rank 0,9d2+1,18.68,18.38,18.66,2024-08-03 11:11:32
Spore Elemental,Elemental,15,Rank 4,15d10+2,151.64,148.2,148.41,2024-08-03 11:11:32
Hook Horror,Demonic,1,Rank 3,1d8,7.24,9.23,4.62,2024-08-03 11:11:32
Dracolich,Undead,16,Rank 2,16d6+3,95.16,95.79,97.74,2024-08-03 11:11:32
Efreeti,Elemental,12,Rank 0,12d2+3,23.97,24.31,24.2,2024-08-03 11:11:32
Wyvern,Dragon,10,Rank 1,10d4+3,39.23,40.1,40.46,2024-08-03 11:11:32
Efreeti,Elemental,3,Rank 2,3d6,17.51,18.13,18.33,2024-08-03 11:11:32
Mud Archfey,Fey,6,Rank 3,6d8+1,45.31,45.03,48.56,2024-08-03 11:11:32
Dracolich,Undead,3,Rank 0,3d2+2,6.65,6.87,5.68,2024-08-03 11:11:32
Succubus,Devilkin,12,Rank 0,12d2+3,23.4,24.52,24.3,2024-08-03 11:11:32
Balor,Demonic,4,Rank 2,4d6+5,25.67,26.69,23.84,2024-08-03 11:11:32
Onyx Drake,Dragon,6,Rank 3,6d8+2,45.2,45.04,45.76,2024-08-03 11:11:32
Pit Lord,Devilkin,8,Rank 0,8d2+1,16.06,15.06,15.09,2024-08-03 11:11:32
Hell Hound,Demonic,17,Rank 4,17d10+1,167.16,171.16,170.48,2024-08-03 11:11:32
Ghast,Undead,3,Rank 0,3d2+2,5.27,5.08,5.07,2024-08-03 11:11:32
Hook Horror,Demonic,16,Rank 0,16d2+2,31.49,32.18,32.46,2024-08-03 11:11:32
Mummy Lord,Undead,4,Rank 5,4d12+4,52.75,52.77,49.85,2024-08-03 11:11:32
Smoke Elemental,Elemental,3,Rank 4,3d10,31.31,34.77,27.63,2024-08-03 11:11:32
Dust Spirit,Fey,10,Rank 2,10d6+2,59.32,61.58,59.29,2024-08-03 11:11:32
Wraith,Undead,8,Rank 2,8d6+2,49.28,46.71,47.02,2024-08-03 11:11:32
Hook Horror,Demonic,2,Rank 3,2d8+1,13.05,14.67,17.47,2024-08-03 11:11:32
White Archfey,Fey,6,Rank 0,6d2+1,11.91,11.74,11.91,2024-08-03 11:11:32
Bronze Wyrmling,Dragon,5,Rank 1,5d4+1,20.76,19.83,21.54,2024-08-03 11:11:32
Flame Devil,Devilkin,18,Rank 1,18d4+4,71.06,70.47,70.88,2024-08-03 11:11:32
Lightning Archfey,Fey,10,Rank 2,10d6+1,59.71,60.35,60.77,2024-08-03 11:11:32
Mummy,Undead,4,Rank 2,4d6+1,22.96,25.98,21.73,2024-08-03 11:11:32
Kobold Knight,Devilkin,6,Rank 1,6d4,22.8,23.1,22.69,2024-08-03 11:11:32
Nightmare,Demonic,13,Rank 0,13d2+1,26.28,25.45,26.87,2024-08-03 11:11:32
Ice Spirit,Fey,20,Rank 3,20d8+4,162.79,156.82,158.05,2024-08-03 11:11:32
Wight,Undead,8,Rank 0,8d2+4,16.01,16.69,16.12,2024-08-03 11:11:32
Djinni,Elemental,11,Rank 1,11d4+3,43.34,45.81,43.65,2024-08-03 11:11:32
Shadow Spirit,Fey,12,Rank 0,12d2+1,23.18,23.2,23.24,2024-08-03 11:11:32
Pit Lord,Devilkin,6,Rank 2,6d6+3,35.02,36.38,34.32,2024-08-03 11:11:32
Platinum Faerie,Fey,17,Rank 0,17d2+1,33.08,34.68,34.44,2024-08-03 11:11:32
Goblin Archer,Devilkin,18,Rank 4,18d10+2,178.44,179.79,177.92,2024-08-03 11:11:32
Hook Horror,Demonic,11,Rank 0,11d2+3,21.23,22.98,21.48,2024-08-03 11:11:32
Smoke Spirit,Fey,14,Rank 1,14d4,55.02,57.62,55.58,2024-08-03 11:11:32
White Drake,Dragon,3,Rank 0,3d2+1,6.38,6.64,5.71,2024-08-03 11:11:32
Kobold Guard,Devilkin,3,Rank 0,3d2,6.0,5.63,6.92,2024-08-03 11:11:32
Diamond Archfey,Fey,17,Rank 0,17d2+4,34.5,33.86,34.08,2024-08-03 11:11:32
Pseudodragon,Dragon,19,Rank 0,19d2+2,37.85,38.79,37.68,2024-08-03 11:11:32
Kobold Knight,Devilkin,6,Rank 1,6d4+3,25.59,23.19,25.05,2024-08-03 11:11:32
Dust Archfey,Fey,6,Rank 0,6d2+1,11.07,12.19,12.49,2024-08-03 11:11:32
Pit Lord,Devilkin,8,Rank 2,8d6,47.39,46.94,48.4,2024-08-03 11:11:32
Balor,Demonic,11,Rank 0,11d2+1,21.77,22.42,22.95,2024-08-03 11:11:32
Dracolich,Undead,2,Rank 0,2d2+1,3.86,3.77,3.74,2024-08-03 11:11:32
Mud Elemental,Elemental,3,Rank 3,3d8,21.01,21.61,23.42,2024-08-03 11:11:32
Night Hag,Demonic,10,Rank 0,10d2+2,20.49,20.2,20.32,2024-08-03 11:11:32
Wraith,Undead,2,Rank 3,2d8,18.6,13.8,13.87,2024-08-03 11:11:32
Flame Elemental,Elemental,8,Rank 0,8d2+2,15.36,16.0,16.17,2024-08-03 11:11:32
Quasit,Demonic,6,Rank 2,6d6+1,34.35,35.1,33.92,2024-08-03 11:11:32
Ruby Wyrmling,Dragon,14,Rank 0,14d2+2,27.4,28.53,28.69,2024-08-03 11:11:32
Goblin Mage,Devilkin,6,Rank 0,6d2+2,12.09,12.06,12.69,2024-08-03 11:11:32
Spore Spirit,Fey,4,Rank 1,4d4,16.71,15.98,17.93,2024-08-03 11:11:32
Dracolich,Undead,4,Rank 0,4d2+3,7.84,7.7,7.08,2024-08-03 11:11:32
Pit Lord,Devilkin,5,Rank 1,5d4,19.89,19.11,20.64,2024-08-03 11:11:32
Quasit,Demonic,6,Rank 2,6d6+2,37.75,34.49,35.24,2024-08-03 11:11:32
Ghoul,Undead,3,Rank 0,3d2+1,6.89,6.26,6.96,2024-08-03 11:11:32
Ice Elemental,Elemental,6,Rank 2,6d6+2,34.75,34.82,36.23,2024-08-03 11:11:32
Blue Archfey,Fey,4,Rank 2,4d6+1,26.29,26.55,23.48,2024-08-03 11:11:32
Mummy Lord,Undead,3,Rank 0,3d2+2,5.03,6.4,6.64,2024-08-03 11:11:32
Goblin Villager,Devilkin,7,Rank 3,7d8+4,56.91,57.72,55.23,2024-08-03 11:11:32
Pit Fiend,Demonic,9,Rank 1,9d4,35.93,34.8,35.09,2024-08-03 11:11:32
Onyx Drake,Dragon,3,Rank 1,3d4,12.66,13.43,12.82,2024-08-03 11:11:32
Prince of Fear,Devilkin,2,Rank 1,2d4+4,8.52,7.54,7.1,2024-08-03 11:11:32
Shadow Spirit,Fey,18,Rank 1,18d4+2,73.54,70.21,73.62,2024-08-03 11:11:32
Pit Lord,Devilkin,6,Rank 2,6d6+1,33.77,35.69,34.72,2024-08-03 11:11:32
Nightmare,Demonic,13,Rank 2,13d6+1,77.54,80.49,77.6,2024-08-03 11:11:32
Gold Faerie,Fey,8,Rank 3,8d8+4,66.72,65.03,65.27,2024-08-03 11:11:32
Bronze Dragon,Dragon,15,Rank 0,15d2,30.1,30.82,29.75,2024-08-03 11:11:32
Lich,Undead,15,Rank 3,15d8+1,119.79,116.9,116.37,2024-08-03 11:11:32
Quasit,Demonic,13,Rank 1,13d4+1,51.28,51.53,53.74,2024-08-03 11:11:32
Magma Archfey,Fey,5,Rank 0,5d2,10.25,10.08,9.94,2024-08-03 11:11:32
Succubus,Devilkin,2,Rank 2,2d6+2,11.1,9.87,13.79,2024-08-03 11:11:32
Balor,Demonic,5,Rank 1,5d4,19.04,21.93,20.66,2024-08-03 11:11:32
Flame Spirit,Fey,5,Rank 0,5d2+2,10.4,9.38,10.72,2024-08-03 11:11:32
Onyx Drake,Dragon,9,Rank 1,9d4+1,36.83,35.14,34.25,2024-08-03 11:11:32
Kobold Archer,Devilkin,9,Rank 3,9d8,69.01,74.23,72.3,2024-08-03 11:11:32
Smoke Spirit,Fey,4,Rank 1,4d4+1,15.41,14.62,16.05,2024-08-03 11:11:32
Succubus,Devilkin,17,Rank 3,17d8+2,133.66,138.03,135.91,2024-08-03 11:11:32
Hell Hound,Demonic,10,Rank 1,10d4+1,39.82,40.62,39.98,2024-08-03 11:11:32
Gold Dragon,Dragon,5,Rank 1,5d4+2,21.08,18.8,20.08,2024-08-03 11:11:32
Kobold Guard,Devilkin,9,Rank 2,9d6,55.94,54.16,55.09,2024-08-03 11:11:32
Efreeti,Elemental,11,Rank 1,11d4,45.12,43.29,44.91,2024-08-03 11:11:32
Black Drake,Dragon,15,Rank 0,15d2+3,30.13,30.6,29.69,2024-08-03 11:11:32
Lightning Mephit,Elemental,10,Rank 1,10d4+1,41.96,41.14,39.1,2024-08-03 11:11:32
Dust Spirit,Fey,8,Rank 3,8d8,65.12,62.37,63.33,2024-08-03 11:11:32
Succubus,Devilkin,10,Rank 1,10d4+3,38.73,39.99,41.4,2024-08-03 11:11:32
Hell Hound,Demonic,5,Rank 0,5d2+2,10.67,10.23,9.37,2024-08-03 11:11:32
Faerie Dragon,Dragon,3,Rank 1,3d4,11.59,11.6,13.67,2024-08-03 11:11:32
Kobold Knight,Devilkin,5,Rank 3,5d8+1,40.68,39.99,42.98,2024-08-03 11:11:32
Night Hag,Demonic,7,Rank 1,7d4+4,27.71,28.17,27.51,2024-08-03 11:11:32
Red Wyrmling,Dragon,2,Rank 0,2d2,3.94,4.31,3.08,2024-08-03 11:11:32
Kobold Mage,Devilkin,14,Rank 1,14d4+1,56.25,57.13,55.66,2024-08-03 11:11:32
Emerald Demon,Demonic,16,Rank 0,16d2+2,31.45,31.08,32.31,2024-08-03 11:11:32
Faerie Dragon,Dragon,6,Rank 4,6d10,58.06,64.48,56.63,2024-08-03 11:11:32
Kobold Villager,Devilkin,5,Rank 4,5d10+1,51.57,54.56,53.47,2024-08-03 11:11:32
Quasit,Demonic,6,Rank 1,6d4+2,23.36,23.35,24.21,2024-08-03 11:11:32
Ruby Dragon,Dragon,4,Rank 1,4d4+1,15.37,15.63,16.87,2024-08-03 11:11:32
Steam Devil,Devilkin,1,Rank 1,1d4,4.72,4.16,4.12,2024-08-03 11:11:32
Night Hag,Demonic,10,Rank 2,10d6+3,61.56,61.09,61.47,2024-08-03 11:11:32
Lich,Undead,3,Rank 0,3d2+2,6.5,6.5,5.17,2024-08-03 11:11:32
Spore Mephit,Elemental,7,Rank 0,7d2+4,14.64,13.44,13.66,2024-08-03 11:11:32
Dust Spirit,Fey,3,Rank 2,3d6+3,18.72,17.45,17.8,2024-08-03 11:11:32
Prince of Fear,Devilkin,16,Rank 0,16d2+2,32.02,31.19,31.37,2024-08-03 11:11:32
Black Archfey,Fey,7,Rank 0,7d2,13.33,13.67,14.7,2024-08-03 11:11:32
Ghostly Archer,Undead,3,Rank 3,3d8+2,22.63,20.1,25.94,2024-08-03 11:11:32
Efreeti,Elemental,9,Rank 2,9d6+2,54.6,54.19,55.04,2024-08-03 11:11:32
Steam Archfey,Fey,2,Rank 4,2d10,17.18,16.25,20.94,2024-08-03 11:11:32
Prince of Fear,Devilkin,12,Rank 0,12d2,23.97,23.8,23.25,2024-08-03 11:11:32
Quasit,Demonic,2,Rank 0,2d2+4,3.93,3.3,3.39,2024-08-03 11:11:32
Onyx Dragon,Dragon,2,Rank 1,2d4+1,9.09,9.02,7.73,2024-08-03 11:11:32
Prince of Fear,Devilkin,4,Rank 4,4d10,36.28,39.64,44.28,2024-08-03 11:11:32
Quasit,Demonic,15,Rank 0,15d2+2,29.36,30.88,29.69,2024-08-03 11:11:32
Demilich,Undead,6,Rank 3,6d8,46.16,48.23,45.63,2024-08-03 11:11:32
Spore Devil,Devilkin,7,Rank 1,7d4,26.55,27.15,29.57,2024-08-03 11:11:32
Night Hag,Demonic,11,Rank 2,11d6+4,67.45,68.25,66.03,2024-08-03 11:11:32
Ghostly Guard,Undead,5,Rank 2,5d6+4,29.55,31.07,32.39,2024-08-03 11:11:32
Efreeti,Elemental,3,Rank 2,3d6+1,17.81,16.07,16.26,2024-08-03 11:11:32
Nightmare,Demonic,11,Rank 0,11d2,21.46,21.68,21.07,2024-08-03 11:11:32
Revenant,Undead,14,Rank 4,14d10+1,144.65,138.43,138.12,2024-08-03 11:11:32
Goblin Knight,Devilkin,4,Rank 0,4d2+3,8.88,8.95,8.45,2024-08-03 11:11:32
Pit Fiend,Demonic,7,Rank 2,7d6,41.29,41.65,41.02,2024-08-03 11:11:32
Green Dragon,Dragon,7,Rank 2,7d6,41.43,43.14,41.38,2024-08-03 11:11:32
Magma Devil,Devilkin,10,Rank 1,10d4+1,39.61,39.33,41.5,2024-08-03 11:11:32
Night Hag,Demonic,12,Rank 0,12d2+1,24.71,23.2,23.48,2024-08-03 11:11:32
Black Faerie,Fey,3,Rank 2,3d6+2,17.89,18.26,19.78,2024-08-03 11:11:32
Ghostly Archer,Undead,8,Rank 2,8d6+3,47.4,49.26,49.26,2024-08-03 11:11:32
Imp,Demonic,19,Rank 0,19d2+3,37.61,37.98,37.12,2024-08-03 11:11:32
Bronze Dragon,Dragon,5,Rank 1,5d4+2,20.14,21.86,19.75,2024-08-03 11:11:32
Incubus,Devilkin,8,Rank 1,8d4,32.37,31.1,32.68,2024-08-03 11:11:32
Night Hag,Demonic,12,Rank 4,12d10,119.81,117.78,122.71,2024-08-03 11:11:32
Death Knight,Undead,7,Rank 1,7d4,29.29,28.07,26.62,2024-08-03 11:11:32
Mud Elemental,Elemental,6,Rank 2,6d6+5,36.71,38.38,35.72,2024-08-03 11:11:32
Faerie Dragon,Dragon,3,Rank 1,3d4+3,11.86,10.5,12.75,2024-08-03 11:11:32
Pit Lord,Devilkin,9,Rank 0,9d2+5,17.57,18.34,17.38,2024-08-03 11:11:32
Platinum Faerie,Fey,3,Rank 1,3d4+1,12.04,12.35,12.78,2024-08-03 11:11:32
Vampire,Undead,2,Rank 2,2d6+5,10.04,10.07,11.0,2024-08-03 11:11:32
Smoke Mephit,Elemental,2,Rank 2,2d6+4,10.19,12.39,10.71,2024-08-03 11:11:32
Balor,Demonic,18,Rank 0,18d2,36.97,35.94,36.67,2024-08-03 11:11:32
Sapphire Archfey,Fey,4,Rank 0,4d2+3,7.11,7.93,8.54,2024-08-03 11:11:32
Zombie Guard,Undead,4,Rank 0,4d2,8.45,8.45,8.7,2024-08-03 11:11:32
Prince of Fear,Devilkin,4,Rank 4,4d10+3,38.41,37.31,41.81,2024-08-03 11:11:32
Quasit,Demonic,2,Rank 1,2d4,7.1,7.63,8.7,2024-08-03 11:11:32
Pseudodragon,Dragon,3,Rank 4,3d10+3,32.9,29.22,28.47,2024-08-03 11:11:32
Lich King,Undead,9,Rank 0,9d2+1,17.75,17.73,17.74,2024-08-03 11:11:32
Ice Mephit,Elemental,6,Rank 3,6d8,50.95,47.21,45.98,2024-08-03 11:11:32
Shadow Spirit,Fey,17,Rank 1,17d4,66.79,68.33,68.98,2024-08-03 11:11:32
Skeletal Knight,Undead,2,Rank 2,2d6+1,11.73,9.4,10.54,2024-08-03 11:11:32
Djinni,Elemental,12,Rank 2,12d6,71.22,72.74,73.13,2024-08-03 11:11:32
Hell Hound,Demonic,2,Rank 0,2d2+5,3.75,3.34,3.41,2024-08-03 11:11:32
Blue Faerie,Fey,11,Rank 1,11d4+1,43.95,45.3,44.97,2024-08-03 11:11:32
Dracolich,Undead,6,Rank 3,6d8,49.73,47.52,45.81,2024-08-03 11:11:32
Djinni,Elemental,2,Rank 1,2d4+1,6.78,8.75,6.89,2024-08-03 11:11:32
Dust Archfey,Fey,10,Rank 2,10d6,59.71,61.42,61.16,2024-08-03 11:11:32
Mud Devil,Devilkin,3,Rank 3,3d8+2,25.98,22.73,23.87,2024-08-03 11:11:32
Pit Fiend,Demonic,15,Rank 0,15d2+3,30.15,30.21,29.35,2024-08-03 11:11:32
Prismatic Wyrmling,Dragon,9,Rank 0,9d2,17.71,17.62,18.76,2024-08-03 11:11:32
Ghoul,Undead,17,Rank 1,17d4+1,69.12,69.91,67.29,2024-08-03 11:11:32
Pit Lord,Devilkin,11,Rank 2,11d6+2,65.07,63.3,65.53,2024-08-03 11:11:32
Copper Faerie,Fey,10,Rank 0,10d2+3,19.25,20.36,19.93,2024-08-03 11:11:32
Ghostly Mage,Undead,15,Rank 1,15d4+2,59.54,61.75,60.71,2024-08-03 11:11:32
Steam Mephit,Elemental,9,Rank 1,9d4+3,37.35,36.72,35.08,2024-08-03 11:11:32
Gold Demon,Demonic,17,Rank 0,17d2+3,34.76,34.5,33.67,2024-08-03 11:11:32
Smoke Spirit,Fey,11,Rank 2,11d6,67.46,68.77,67.9,2024-08-03 11:11:32
Faerie Dragon,Dragon,12,Rank 3,12d8,96.0,95.72,96.45,2024-08-03 11:11:32
Kobold Guard,Devilkin,1,Rank 0,1d2+1,1.55,2.53,1.95,2024-08-03 11:11:32
Brass Faerie,Fey,1,Rank 1,1d4+2,3.42,2.14,3.84,2024-08-03 11:11:32
Goblin Knight,Devilkin,2,Rank 0,2d2+3,3.31,3.73,4.31,2024-08-03 11:11:32
Quasit,Demonic,14,Rank 4,14d10,138.57,138.17,137.99,2024-08-03 11:11:32
Faerie Dragon,Dragon,10,Rank 1,10d4+5,40.16,39.23,40.59,2024-08-03 11:11:32
Prince of Fear,Devilkin,5,Rank 1,5d4+4,19.75,21.59,20.2,2024-08-03 11:11:32
Dust Spirit,Fey,8,Rank 2,8d6+1,47.1,47.07,48.18,2024-08-03 11:11:32
Pseudodragon,Dragon,5,Rank 3,5d8+1,36.69,38.65,37.42,2024-08-03 11:11:32
Kobold Mage,Devilkin,3,Rank 2,3d6,16.37,18.84,16.09,2024-08-03 11:11:32
Red Archfey,Fey,14,Rank 1,14d4+2,57.4,55.71,54.99,2024-08-03 11:11:32
Skeletal Villager,Undead,3,Rank 1,3d4,12.88,12.29,12.92,2024-08-03 11:11:32
Pit Fiend,Demonic,5,Rank 4,5d10+1,45.36,46.57,53.05,2024-08-03 11:11:32
Emerald Drake,Dragon,15,Rank 1,15d4+1,58.32,60.59,59.2,2024-08-03 11:11:32
Mummy,Undead,7,Rank 2,7d6+1,43.97,42.23,43.21,2024-08-03 11:11:32
Efreeti,Elemental,7,Rank 3,7d8,56.66,53.11,53.84,2024-08-03 11:11:32
Flame Archfey,Fey,4,Rank 3,4d8+2,30.13,28.01,31.07,2024-08-03 11:11:32
Lightning Devil,Devilkin,5,Rank 1,5d4+1,20.99,20.67,18.69,2024-08-03 11:11:32
Balor,Demonic,3,Rank 0,3d2,5.25,5.51,5.2,2024-08-03 11:11:32
Pseudodragon,Dragon,4,Rank 0,4d2+2,7.73,8.61,8.41,2024-08-03 11:11:32
Magma Devil,Devilkin,15,Rank 1,15d4+1,60.15,59.69,61.16,2024-08-03 11:11:32
Imp,Demonic,16,Rank 2,16d6+3,96.77,94.59,95.31,2024-08-03 11:11:32
Platinum Drake,Dragon,8,Rank 0,8d2+2,16.46,16.87,16.4,2024-08-03 11:11:32
Ice Devil,Devilkin,1,Rank 1,1d4+3,2.67,4.19,5.85,2024-08-03 11:11:32
Brass Archfey,Fey,3,Rank 1,3d4,11.02,12.27,12.32,2024-08-03 11:11:32
Zombie Knight,Undead,14,Rank 4,14d10+3,139.94,144.66,138.16,2024-08-03 11:11:32
Efreeti,Elemental,15,Rank 0,15d2+2,30.28,30.44,29.24,2024-08-03 11:11:32
Balor,Demonic,5,Rank 0,5d2+1,10.26,10.92,9.61,2024-08-03 11:11:32
Faerie Dragon,Dragon,13,Rank 1,13d4+3,52.63,52.69,52.98,2024-08-03 11:11:32
Steam Elemental,Elemental,5,Rank 1,5d4+3,19.13,18.68,19.05,2024-08-03 11:11:32
Diamond Wyrmling,Dragon,4,Rank 2,4d6+3,22.79,21.22,24.95,2024-08-03 11:11:32
Kobold Archer,Devilkin,7,Rank 0,7d2+2,14.43,14.01,13.38,2024-08-03 11:11:32
Copper Faerie,Fey,16,Rank 3,16d8,126.19,131.64,125.72,2024-08-03 11:11:32
Banshee,Undead,3,Rank 0,3d2+2,5.49,6.46,6.86,2024-08-03 11:11:32
Smoke Elemental,Elemental,7,Rank 1,7d4+1,28.83,26.47,29.95,2024-08-03 11:11:32
Dust Spirit,Fey,5,Rank 3,5d8,43.37,37.44,42.31,2024-08-03 11:11:32
Wyvern,Dragon,10,Rank 5,10d12,116.09,115.88,116.83,2024-08-03 11:11:32
Goblin Guard,Devilkin,18,Rank 1,18d4+2,72.39,71.36,73.11,2024-08-03 11:11:32
Djinni,Elemental,14,Rank 3,14d8+1,114.52,112.44,111.41,2024-08-03 11:11:32
Steam Spirit,Fey,14,Rank 5,14d12+4,166.49,163.01,163.71,2024-08-03 11:11:32
Demilich,Undead,7,Rank 2,7d6+3,44.91,42.02,40.89,2024-08-03 11:11:32
Imp,Demonic,7,Rank 1,7d4+3,29.38,28.76,28.41,2024-08-03 11:11:32
Silver Drake,Dragon,5,Rank 0,5d2,10.11,9.27,10.36,2024-08-03 11:11:32
Pit Lord,Devilkin,5,Rank 0,5d2,9.17,9.36,9.55,2024-08-03 11:11:32
Diamond Demon,Demonic,14,Rank 3,14d8,110.61,111.82,114.71,2024-08-03 11:11:32
Green Drake,Dragon,6,Rank 0,6d2,11.47,12.02,12.76,2024-08-03 11:11:32
Succubus,Devilkin,5,Rank 2,5d6+2,30.32,28.29,30.26,2024-08-03 11:11:32
Hell Hound,Demonic,5,Rank 1,5d4+1,20.92,21.16,20.72,2024-08-03 11:11:32
